SiteCode;SiteName;DirectionName;LaneCode;LaneName;Date;TimeFrom;TimeTo;ValuesApproved;ValuesEdited;TrafficType;Total;DateTimeFrom;DateTimeTo;Year;Month;Day;Weekday;HourFrom;DayOfYear;Zst_id
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;03:00;04:00;1;0;Velo;2;2020-02-13 03:00:00;2020-02-13 04:00:00;2020;2;13;3;3;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;04:00;05:00;1;0;Velo;6;2020-02-13 04:00:00;2020-02-13 05:00:00;2020;2;13;3;4;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;05:00;06:00;1;0;Velo;12;2020-02-13 05:00:00;2020-02-13 06:00:00;2020;2;13;3;5;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;06:00;07:00;1;0;Velo;81;2020-02-13 06:00:00;2020-02-13 07:00:00;2020;2;13;3;6;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;07:00;08:00;1;0;Velo;215;2020-02-13 07:00:00;2020-02-13 08:00:00;2020;2;13;3;7;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;08:00;09:00;1;0;Velo;285;2020-02-13 08:00:00;2020-02-13 09:00:00;2020;2;13;3;8;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;09:00;10:00;1;0;Velo;141;2020-02-13 09:00:00;2020-02-13 10:00:00;2020;2;13;3;9;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;10:00;11:00;1;0;Velo;84;2020-02-13 10:00:00;2020-02-13 11:00:00;2020;2;13;3;10;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;11:00;12:00;1;0;Velo;108;2020-02-13 11:00:00;2020-02-13 12:00:00;2020;2;13;3;11;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;12:00;13:00;1;0;Velo;152;2020-02-13 12:00:00;2020-02-13 13:00:00;2020;2;13;3;12;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;13:00;14:00;1;0;Velo;111;2020-02-13 13:00:00;2020-02-13 14:00:00;2020;2;13;3;13;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;14:00;15:00;1;0;Velo;100;2020-02-13 14:00:00;2020-02-13 15:00:00;2020;2;13;3;14;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;15:00;16:00;1;0;Velo;137;2020-02-13 15:00:00;2020-02-13 16:00:00;2020;2;13;3;15;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;16:00;17:00;1;0;Velo;254;2020-02-13 16:00:00;2020-02-13 17:00:00;2020;2;13;3;16;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;17:00;18:00;1;0;Velo;295;2020-02-13 17:00:00;2020-02-13 18:00:00;2020;2;13;3;17;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;18:00;19:00;1;0;Velo;246;2020-02-13 18:00:00;2020-02-13 19:00:00;2020;2;13;3;18;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;19:00;20:00;1;0;Velo;137;2020-02-13 19:00:00;2020-02-13 20:00:00;2020;2;13;3;19;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;20:00;21:00;1;0;Velo;64;2020-02-13 20:00:00;2020-02-13 21:00:00;2020;2;13;3;20;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;21:00;22:00;1;0;Velo;43;2020-02-13 21:00:00;2020-02-13 22:00:00;2020;2;13;3;21;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;22:00;23:00;1;0;Velo;47;2020-02-13 22:00:00;2020-02-13 23:00:00;2020;2;13;3;22;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;13.02.2020;23:00;00:00;1;0;Velo;24;2020-02-13 23:00:00;2020-02-14 00:00:00;2020;2;13;3;23;44;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;00:00;01:00;1;0;Velo;14;2020-02-14 00:00:00;2020-02-14 01:00:00;2020;2;14;4;0;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;01:00;02:00;1;0;Velo;4;2020-02-14 01:00:00;2020-02-14 02:00:00;2020;2;14;4;1;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;02:00;03:00;1;0;Velo;4;2020-02-14 02:00:00;2020-02-14 03:00:00;2020;2;14;4;2;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;03:00;04:00;1;0;Velo;4;2020-02-14 03:00:00;2020-02-14 04:00:00;2020;2;14;4;3;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;04:00;05:00;1;0;Velo;2;2020-02-14 04:00:00;2020-02-14 05:00:00;2020;2;14;4;4;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;05:00;06:00;1;0;Velo;14;2020-02-14 05:00:00;2020-02-14 06:00:00;2020;2;14;4;5;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;06:00;07:00;1;0;Velo;88;2020-02-14 06:00:00;2020-02-14 07:00:00;2020;2;14;4;6;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;07:00;08:00;1;0;Velo;200;2020-02-14 07:00:00;2020-02-14 08:00:00;2020;2;14;4;7;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;08:00;09:00;1;0;Velo;199;2020-02-14 08:00:00;2020-02-14 09:00:00;2020;2;14;4;8;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;09:00;10:00;1;0;Velo;113;2020-02-14 09:00:00;2020-02-14 10:00:00;2020;2;14;4;9;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;10:00;11:00;1;0;Velo;58;2020-02-14 10:00:00;2020-02-14 11:00:00;2020;2;14;4;10;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;11:00;12:00;1;0;Velo;91;2020-02-14 11:00:00;2020-02-14 12:00:00;2020;2;14;4;11;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;12:00;13:00;1;0;Velo;132;2020-02-14 12:00:00;2020-02-14 13:00:00;2020;2;14;4;12;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;13:00;14:00;1;0;Velo;139;2020-02-14 13:00:00;2020-02-14 14:00:00;2020;2;14;4;13;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;14:00;15:00;1;0;Velo;119;2020-02-14 14:00:00;2020-02-14 15:00:00;2020;2;14;4;14;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;15:00;16:00;1;0;Velo;183;2020-02-14 15:00:00;2020-02-14 16:00:00;2020;2;14;4;15;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;16:00;17:00;1;0;Velo;247;2020-02-14 16:00:00;2020-02-14 17:00:00;2020;2;14;4;16;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;17:00;18:00;1;0;Velo;297;2020-02-14 17:00:00;2020-02-14 18:00:00;2020;2;14;4;17;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;18:00;19:00;1;0;Velo;213;2020-02-14 18:00:00;2020-02-14 19:00:00;2020;2;14;4;18;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;19:00;20:00;1;0;Velo;137;2020-02-14 19:00:00;2020-02-14 20:00:00;2020;2;14;4;19;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;20:00;21:00;1;0;Velo;103;2020-02-14 20:00:00;2020-02-14 21:00:00;2020;2;14;4;20;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;21:00;22:00;1;0;Velo;71;2020-02-14 21:00:00;2020-02-14 22:00:00;2020;2;14;4;21;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;22:00;23:00;1;0;Velo;72;2020-02-14 22:00:00;2020-02-14 23:00:00;2020;2;14;4;22;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;14.02.2020;23:00;00:00;1;0;Velo;47;2020-02-14 23:00:00;2020-02-15 00:00:00;2020;2;14;4;23;45;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;00:00;01:00;1;0;Velo;48;2020-02-15 00:00:00;2020-02-15 01:00:00;2020;2;15;5;0;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;01:00;02:00;1;0;Velo;29;2020-02-15 01:00:00;2020-02-15 02:00:00;2020;2;15;5;1;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;02:00;03:00;1;0;Velo;12;2020-02-15 02:00:00;2020-02-15 03:00:00;2020;2;15;5;2;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;03:00;04:00;1;0;Velo;12;2020-02-15 03:00:00;2020-02-15 04:00:00;2020;2;15;5;3;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;04:00;05:00;1;0;Velo;6;2020-02-15 04:00:00;2020-02-15 05:00:00;2020;2;15;5;4;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;05:00;06:00;1;0;Velo;3;2020-02-15 05:00:00;2020-02-15 06:00:00;2020;2;15;5;5;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;06:00;07:00;1;0;Velo;11;2020-02-15 06:00:00;2020-02-15 07:00:00;2020;2;15;5;6;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;07:00;08:00;1;0;Velo;26;2020-02-15 07:00:00;2020-02-15 08:00:00;2020;2;15;5;7;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;08:00;09:00;1;0;Velo;41;2020-02-15 08:00:00;2020-02-15 09:00:00;2020;2;15;5;8;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;09:00;10:00;1;0;Velo;69;2020-02-15 09:00:00;2020-02-15 10:00:00;2020;2;15;5;9;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;10:00;11:00;1;0;Velo;101;2020-02-15 10:00:00;2020-02-15 11:00:00;2020;2;15;5;10;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;11:00;12:00;1;0;Velo;113;2020-02-15 11:00:00;2020-02-15 12:00:00;2020;2;15;5;11;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;12:00;13:00;1;0;Velo;157;2020-02-15 12:00:00;2020-02-15 13:00:00;2020;2;15;5;12;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;13:00;14:00;1;0;Velo;151;2020-02-15 13:00:00;2020-02-15 14:00:00;2020;2;15;5;13;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;14:00;15:00;1;0;Velo;150;2020-02-15 14:00:00;2020-02-15 15:00:00;2020;2;15;5;14;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;15:00;16:00;1;0;Velo;137;2020-02-15 15:00:00;2020-02-15 16:00:00;2020;2;15;5;15;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;16:00;17:00;1;0;Velo;128;2020-02-15 16:00:00;2020-02-15 17:00:00;2020;2;15;5;16;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;17:00;18:00;1;0;Velo;116;2020-02-15 17:00:00;2020-02-15 18:00:00;2020;2;15;5;17;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;18:00;19:00;1;0;Velo;95;2020-02-15 18:00:00;2020-02-15 19:00:00;2020;2;15;5;18;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;19:00;20:00;1;0;Velo;106;2020-02-15 19:00:00;2020-02-15 20:00:00;2020;2;15;5;19;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;20:00;21:00;1;0;Velo;47;2020-02-15 20:00:00;2020-02-15 21:00:00;2020;2;15;5;20;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;21:00;22:00;1;0;Velo;39;2020-02-15 21:00:00;2020-02-15 22:00:00;2020;2;15;5;21;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;22:00;23:00;1;0;Velo;52;2020-02-15 22:00:00;2020-02-15 23:00:00;2020;2;15;5;22;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;15.02.2020;23:00;00:00;1;0;Velo;38;2020-02-15 23:00:00;2020-02-16 00:00:00;2020;2;15;5;23;46;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;00:00;01:00;1;0;Velo;26;2020-02-16 00:00:00;2020-02-16 01:00:00;2020;2;16;6;0;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;01:00;02:00;1;0;Velo;23;2020-02-16 01:00:00;2020-02-16 02:00:00;2020;2;16;6;1;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;02:00;03:00;1;0;Velo;10;2020-02-16 02:00:00;2020-02-16 03:00:00;2020;2;16;6;2;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;03:00;04:00;1;0;Velo;8;2020-02-16 03:00:00;2020-02-16 04:00:00;2020;2;16;6;3;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;04:00;05:00;1;0;Velo;8;2020-02-16 04:00:00;2020-02-16 05:00:00;2020;2;16;6;4;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;05:00;06:00;1;0;Velo;1;2020-02-16 05:00:00;2020-02-16 06:00:00;2020;2;16;6;5;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;06:00;07:00;1;0;Velo;15;2020-02-16 06:00:00;2020-02-16 07:00:00;2020;2;16;6;6;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;07:00;08:00;1;0;Velo;13;2020-02-16 07:00:00;2020-02-16 08:00:00;2020;2;16;6;7;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;08:00;09:00;1;0;Velo;26;2020-02-16 08:00:00;2020-02-16 09:00:00;2020;2;16;6;8;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;09:00;10:00;1;0;Velo;53;2020-02-16 09:00:00;2020-02-16 10:00:00;2020;2;16;6;9;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;10:00;11:00;1;0;Velo;102;2020-02-16 10:00:00;2020-02-16 11:00:00;2020;2;16;6;10;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;11:00;12:00;1;0;Velo;84;2020-02-16 11:00:00;2020-02-16 12:00:00;2020;2;16;6;11;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;12:00;13:00;1;0;Velo;102;2020-02-16 12:00:00;2020-02-16 13:00:00;2020;2;16;6;12;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;13:00;14:00;1;0;Velo;128;2020-02-16 13:00:00;2020-02-16 14:00:00;2020;2;16;6;13;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;14:00;15:00;1;0;Velo;148;2020-02-16 14:00:00;2020-02-16 15:00:00;2020;2;16;6;14;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;15:00;16:00;1;0;Velo;164;2020-02-16 15:00:00;2020-02-16 16:00:00;2020;2;16;6;15;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;16:00;17:00;1;0;Velo;130;2020-02-16 16:00:00;2020-02-16 17:00:00;2020;2;16;6;16;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;17:00;18:00;1;0;Velo;131;2020-02-16 17:00:00;2020-02-16 18:00:00;2020;2;16;6;17;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;18:00;19:00;1;0;Velo;88;2020-02-16 18:00:00;2020-02-16 19:00:00;2020;2;16;6;18;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;19:00;20:00;1;0;Velo;42;2020-02-16 19:00:00;2020-02-16 20:00:00;2020;2;16;6;19;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;20:00;21:00;1;0;Velo;34;2020-02-16 20:00:00;2020-02-16 21:00:00;2020;2;16;6;20;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;21:00;22:00;1;0;Velo;37;2020-02-16 21:00:00;2020-02-16 22:00:00;2020;2;16;6;21;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;22:00;23:00;1;0;Velo;22;2020-02-16 22:00:00;2020-02-16 23:00:00;2020;2;16;6;22;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;16.02.2020;23:00;00:00;1;0;Velo;16;2020-02-16 23:00:00;2020-02-17 00:00:00;2020;2;16;6;23;47;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;00:00;01:00;1;0;Velo;5;2020-02-17 00:00:00;2020-02-17 01:00:00;2020;2;17;0;0;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;01:00;02:00;1;0;Velo;2;2020-02-17 01:00:00;2020-02-17 02:00:00;2020;2;17;0;1;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;02:00;03:00;1;0;Velo;1;2020-02-17 02:00:00;2020-02-17 03:00:00;2020;2;17;0;2;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;03:00;04:00;1;0;Velo;2;2020-02-17 03:00:00;2020-02-17 04:00:00;2020;2;17;0;3;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;04:00;05:00;1;0;Velo;4;2020-02-17 04:00:00;2020-02-17 05:00:00;2020;2;17;0;4;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;05:00;06:00;1;0;Velo;14;2020-02-17 05:00:00;2020-02-17 06:00:00;2020;2;17;0;5;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;06:00;07:00;1;0;Velo;88;2020-02-17 06:00:00;2020-02-17 07:00:00;2020;2;17;0;6;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;07:00;08:00;1;0;Velo;241;2020-02-17 07:00:00;2020-02-17 08:00:00;2020;2;17;0;7;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;08:00;09:00;1;0;Velo;268;2020-02-17 08:00:00;2020-02-17 09:00:00;2020;2;17;0;8;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;09:00;10:00;1;0;Velo;121;2020-02-17 09:00:00;2020-02-17 10:00:00;2020;2;17;0;9;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;10:00;11:00;1;0;Velo;82;2020-02-17 10:00:00;2020-02-17 11:00:00;2020;2;17;0;10;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;11:00;12:00;1;0;Velo;63;2020-02-17 11:00:00;2020-02-17 12:00:00;2020;2;17;0;11;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;12:00;13:00;1;0;Velo;98;2020-02-17 12:00:00;2020-02-17 13:00:00;2020;2;17;0;12;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;13:00;14:00;1;0;Velo;96;2020-02-17 13:00:00;2020-02-17 14:00:00;2020;2;17;0;13;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;14:00;15:00;1;0;Velo;93;2020-02-17 14:00:00;2020-02-17 15:00:00;2020;2;17;0;14;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;15:00;16:00;1;0;Velo;116;2020-02-17 15:00:00;2020-02-17 16:00:00;2020;2;17;0;15;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;16:00;17:00;1;0;Velo;222;2020-02-17 16:00:00;2020-02-17 17:00:00;2020;2;17;0;16;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;17:00;18:00;1;0;Velo;365;2020-02-17 17:00:00;2020-02-17 18:00:00;2020;2;17;0;17;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;18:00;19:00;1;0;Velo;299;2020-02-17 18:00:00;2020-02-17 19:00:00;2020;2;17;0;18;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;19:00;20:00;1;0;Velo;164;2020-02-17 19:00:00;2020-02-17 20:00:00;2020;2;17;0;19;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;20:00;21:00;1;0;Velo;92;2020-02-17 20:00:00;2020-02-17 21:00:00;2020;2;17;0;20;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;21:00;22:00;1;0;Velo;46;2020-02-17 21:00:00;2020-02-17 22:00:00;2020;2;17;0;21;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;22:00;23:00;1;0;Velo;38;2020-02-17 22:00:00;2020-02-17 23:00:00;2020;2;17;0;22;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;17.02.2020;23:00;00:00;1;0;Velo;18;2020-02-17 23:00:00;2020-02-18 00:00:00;2020;2;17;0;23;48;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;00:00;01:00;1;0;Velo;6;2020-02-18 00:00:00;2020-02-18 01:00:00;2020;2;18;1;0;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;01:00;02:00;1;0;Velo;2;2020-02-18 01:00:00;2020-02-18 02:00:00;2020;2;18;1;1;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;02:00;03:00;1;0;Velo;1;2020-02-18 02:00:00;2020-02-18 03:00:00;2020;2;18;1;2;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;03:00;04:00;1;0;Velo;2;2020-02-18 03:00:00;2020-02-18 04:00:00;2020;2;18;1;3;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;04:00;05:00;1;0;Velo;3;2020-02-18 04:00:00;2020-02-18 05:00:00;2020;2;18;1;4;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;05:00;06:00;1;0;Velo;16;2020-02-18 05:00:00;2020-02-18 06:00:00;2020;2;18;1;5;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;06:00;07:00;1;0;Velo;88;2020-02-18 06:00:00;2020-02-18 07:00:00;2020;2;18;1;6;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;07:00;08:00;1;0;Velo;254;2020-02-18 07:00:00;2020-02-18 08:00:00;2020;2;18;1;7;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;08:00;09:00;1;0;Velo;289;2020-02-18 08:00:00;2020-02-18 09:00:00;2020;2;18;1;8;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;09:00;10:00;1;0;Velo;148;2020-02-18 09:00:00;2020-02-18 10:00:00;2020;2;18;1;9;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;10:00;11:00;1;0;Velo;85;2020-02-18 10:00:00;2020-02-18 11:00:00;2020;2;18;1;10;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;11:00;12:00;1;0;Velo;114;2020-02-18 11:00:00;2020-02-18 12:00:00;2020;2;18;1;11;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;12:00;13:00;1;0;Velo;165;2020-02-18 12:00:00;2020-02-18 13:00:00;2020;2;18;1;12;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;13:00;14:00;1;0;Velo;129;2020-02-18 13:00:00;2020-02-18 14:00:00;2020;2;18;1;13;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;14:00;15:00;1;0;Velo;139;2020-02-18 14:00:00;2020-02-18 15:00:00;2020;2;18;1;14;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;15:00;16:00;1;0;Velo;174;2020-02-18 15:00:00;2020-02-18 16:00:00;2020;2;18;1;15;49;350
350;350 Dreirosenbrücke;1 nach Kleinbasel;7.0;Spur 7;18.02.2020;16:00;17:00;1;0;Velo;237;2020-02-18 16:00:00;2020-02-18 17:00:00;2020;2;18;1;16;49;350
